date,period,division,pl_group,amount,start,var,lo80,hi80,lo95,hi95
2018-01-01,NA,Salt Lake City,Cost of goods sold,-1312266.353563833,NA,forecast_train,-1522827.875358365,-1101704.831769301,-1634292.4119314905,-990240.2951961756
2018-02-01,NA,Salt Lake City,Cost of goods sold,-1315847.9569927352,NA,forecast_train,-1552643.6396962283,-1079052.274289242,-1677995.7021723797,-953700.2118130906
2018-03-01,NA,Salt Lake City,Cost of goods sold,-1497420.4473619328,NA,forecast_train,-1757820.5937397673,-1237020.3009840983,-1895668.1044920052,-1099172.7902318605
2018-04-01,NA,Salt Lake City,Cost of goods sold,-1456064.6683926163,NA,forecast_train,-1738100.6184418641,-1174028.7183433685,-1887401.4318159102,-1024727.9049693225
2018-05-01,NA,Salt Lake City,Cost of goods sold,-1555612.5366770437,NA,forecast_train,-1857738.8645711318,-1253486.2087829555,-2017674.8815520327,-1093550.1918020546
2018-06-01,NA,Salt Lake City,Cost of goods sold,-1960211.508497375,NA,forecast_train,-2281173.124416398,-1639249.8925783525,-2451079.94058714,-1469343.07640761
2018-07-01,NA,Salt Lake City,Cost of goods sold,-2050082.8366017134,NA,forecast_train,-2388834.0724370005,-1711331.6007664262,-2568158.144537881,-1532007.5286655456
2018-08-01,NA,Salt Lake City,Cost of goods sold,-1969450.947642866,NA,forecast_train,-2325103.0819911906,-1613798.8132945416,-2513373.949329728,-1425527.9459560043
2018-09-01,NA,Salt Lake City,Cost of goods sold,-1628440.3728407968,NA,forecast_train,-2000225.9045026714,-1256654.8411789222,-2197037.2764860215,-1059843.4691955722
2018-10-01,NA,Salt Lake City,Cost of goods sold,-1684373.5774295633,NA,forecast_train,-2071620.9433853396,-1297126.211473787,-2276617.3160252767,-1092129.8388338499
2018-11-01,NA,Salt Lake City,Cost of goods sold,-1494905.3971519135,NA,forecast_train,-1897025.3744839698,-1092785.4198198572,-2109894.832009316,-879915.9622945111
2018-12-01,NA,Salt Lake City,Cost of goods sold,-1243738.6074445108,NA,forecast_train,-1660195.708543913,-827281.5063451086,-1880654.7809376307,-606822.4339513908
2019-01-01,NA,Salt Lake City,Cost of goods sold,-1312266.353563833,NA,forecast_train,-1742583.1646957034,-881949.5424319627,-1970379.1243926696,-654153.5827349965
2019-02-01,NA,Salt Lake City,Cost of goods sold,-1315847.9569927352,NA,forecast_train,-1759591.8007013393,-872104.113284131,-1994495.6020920898,-637200.3118933805
2019-03-01,NA,Salt Lake City,Cost of goods sold,-1497420.4473619328,NA,forecast_train,-1954196.803706994,-1040644.0910168716,-2195999.6005505966,-798841.2941732691
2019-04-01,NA,Salt Lake City,Cost of goods sold,-1456064.6683926163,NA,forecast_train,-1925511.8758637593,-986617.4609214732,-2174022.216121367,-738107.1206638656
2019-05-01,NA,Salt Lake City,Cost of goods sold,-1555612.5366770437,NA,forecast_train,-2037397.4694935845,-1073827.6038605028,-2292439.0070291697,-818786.0663249177
2019-06-01,NA,Salt Lake City,Cost of goods sold,-1960211.508497375,NA,forecast_train,-2454026.010487366,-1466397.006507384,-2715435.6172773205,-1204987.3997174294
2019-07-01,NA,Salt Lake City,Cost of goods sold,-2050082.8366017134,NA,forecast_train,-2555640.749468486,-1544524.923734941,-2823266.9424609547,-1276898.7307424722
2019-08-01,NA,Salt Lake City,Cost of goods sold,-1969450.947642866,NA,forecast_train,-2486485.6120018344,-1452416.2832838974,-2760187.230245508,-1178714.6650402243
2019-09-01,NA,Salt Lake City,Cost of goods sold,-1628440.3728407968,NA,forecast_train,-2156702.5095072207,-1100178.236174373,-2436347.592572825,-820533.1531087687
2019-10-01,NA,Salt Lake City,Cost of goods sold,-1684373.5774295633,NA,forecast_train,-2223629.4776494494,-1145117.6772096772,-2509094.3075958584,-859652.8472632683
2017-12-01,NA,San Diego,Cost of goods sold,-1293366.457024404,NA,forecast_train,-1444734.3989450093,-1141998.5151037988,-1524863.747148866,-1061869.166899942
2018-01-01,NA,San Diego,Cost of goods sold,-1016558.861059085,NA,forecast_train,-1193082.6986112422,-840035.0235069278,-1286528.7735596418,-746588.9485585282
2018-02-01,NA,San Diego,Cost of goods sold,-1013493.0372135537,NA,forecast_train,-1212010.2319524505,-814975.8424746568,-1317098.8869202863,-709887.187506821
2018-03-01,NA,San Diego,Cost of goods sold,-1088808.7601137126,NA,forecast_train,-1307114.7105361915,-870502.8096912338,-1422678.899983597,-754938.6202438283
2018-04-01,NA,San Diego,Cost of goods sold,-1084921.4085621496,NA,forecast_train,-1321365.6924277626,-848477.1246965368,-1446531.7355957192,-723311.08152858
2018-05-01,NA,San Diego,Cost of goods sold,-1177731.446096249,NA,forecast_train,-1431018.458703653,-924444.433488845,-1565100.5038924466,-790362.3883000512
2018-06-01,NA,San Diego,Cost of goods sold,-1495492.4468957398,NA,forecast_train,-1764569.9861635945,-1226414.907627885,-1907011.0312373256,-1083973.862554154
2018-07-01,NA,San Diego,Cost of goods sold,-1585553.84833073,NA,forecast_train,-1869545.2804573078,-1301562.4162041524,-2019881.2635132072,-1151226.433148253
2018-08-01,NA,San Diego,Cost of goods sold,-1486216.8343687505,NA,forecast_train,-1784377.101514065,-1188056.567223436,-1942213.612756143,-1030220.0559813578
2018-09-01,NA,San Diego,Cost of goods sold,-1333689.643269771,NA,forecast_train,-1645375.3123131616,-1022003.9742263805,-1810371.7388222155,-857007.5477173266
2018-10-01,NA,San Diego,Cost of goods sold,-1278448.1971187931,NA,forecast_train,-1603096.2645239243,-953800.1297136619,-1774954.5702308195,-781941.8240067668
2018-11-01,NA,San Diego,Cost of goods sold,-1169810.9528443723,NA,forecast_train,-1506927.4443331244,-832694.4613556202,-1685386.1350506966,-654235.770638048
2018-12-01,NA,San Diego,Cost of goods sold,-1293366.457024404,NA,forecast_train,-1642502.4480315568,-944230.4660172515,-1827323.8774501095,-759409.0365986988
2019-01-01,NA,San Diego,Cost of goods sold,-1016558.861059085,NA,forecast_train,-1377314.1127178892,-655803.6094002808,-1568286.407179688,-464831.3149384818
2019-02-01,NA,San Diego,Cost of goods sold,-1013493.0372135537,NA,forecast_train,-1385504.815229073,-641481.2591980344,-1582435.954797428,-444550.11962967936
2019-03-01,NA,San Diego,Cost of goods sold,-1088808.7601137126,NA,forecast_train,-1471746.3194691886,-705871.2007582367,-1674461.218308366,-503156.30191905925
2019-04-01,NA,San Diego,Cost of goods sold,-1084921.4085621496,NA,forecast_train,-1478481.5510410208,-691361.2660832785,-1686819.7057104544,-483023.11141384474
2019-05-01,NA,San Diego,Cost of goods sold,-1177731.446096249,NA,forecast_train,-1581634.896354909,-773827.9958375888,-1795448.467418001,-560014.4247744967
2019-06-01,NA,San Diego,Cost of goods sold,-1495492.4468957398,NA,forecast_train,-1909480.862813034,-1081504.0309784454,-2128633.0922117764,-862351.8015797033
2019-07-01,NA,San Diego,Cost of goods sold,-1585553.84833073,NA,forecast_train,-2009387.3296610415,-1161720.3670004187,-2233751.2218766245,-937356.4747848356
2019-08-01,NA,San Diego,Cost of goods sold,-1486216.8343687505,NA,forecast_train,-1919671.8277411098,-1052761.8409963911,-2149129.0407674443,-823304.6279700564
2019-09-01,NA,San Diego,Cost of goods sold,-1333689.643269771,NA,forecast_train,-1776557.1659696104,-890822.1205699316,-2010997.0710401845,-656382.2154993576
2019-10-01,NA,San Diego,Cost of goods sold,-1278448.1971187931,NA,forecast_train,-1730532.3198715763,-826364.07436601,-1969851.1982936237,-587045.1959439625
2017-12-01,NA,San Diego,General & Admin,-271841.11757303803,NA,forecast_train,-291558.869117925,-252123.36602815107,-301996.81627694826,-241685.4188691278
2018-01-01,NA,San Diego,General & Admin,-212766.0210758896,NA,forecast_train,-236834.6041608778,-188697.43799090144,-249575.7424119485,-175956.29973983072
2018-02-01,NA,San Diego,General & Admin,-203543.4636103062,NA,forecast_train,-231288.79938863238,-175798.12783198003,-245976.29294509845,-161110.63427551396
2018-03-01,NA,San Diego,General & Admin,-215970.2359955297,NA,forecast_train,-246959.1150198693,-184981.35697119014,-263363.63665293035,-168576.83533812908
2018-04-01,NA,San Diego,General & Admin,-223876.8881775207,NA,forecast_train,-257800.59064229068,-189953.18571275074,-275758.71395871503,-171995.0623963264
2018-05-01,NA,San Diego,General & Admin,-225755.06532867136,NA,forecast_train,-262379.16333328205,-189130.96732406068,-281766.7896987307,-169743.34095861207
2018-06-01,NA,San Diego,General & Admin,-239599.73323903038,NA,forecast_train,-278738.3525348667,-200461.113943194,-299457.08606576995,-179742.38041229077
2018-07-01,NA,San Diego,General & Admin,-256311.8294405621,NA,forecast_train,-297812.89552467014,-214810.7633564541,-319782.23284200655,-192841.42603911768
2018-08-01,NA,San Diego,General & Admin,-269956.81312129466,NA,forecast_train,-313692.90178787056,-226220.72445471876,-336845.38859169453,-203068.23765089476
2018-09-01,NA,San Diego,General & Admin,-241347.99383369894,NA,forecast_train,-287210.3140713807,-195485.67359601718,-311488.359879056,-171207.62778834187
2018-10-01,NA,San Diego,General & Admin,-242258.1655995265,NA,forecast_train,-290152.4176901142,-194363.9135089388,-315506.1032462205,-169010.22795283247
2018-11-01,NA,San Diego,General & Admin,-220207.86239265613,NA,forecast_train,-270118.63883748953,-170297.08594782275,-296539.80790491734,-143875.9168803949
2018-12-01,NA,San Diego,General & Admin,-271841.11757303803,NA,forecast_train,-323625.213307725,-220057.0218383511,-351038.057704612,-192644.1774414641
2019-01-01,NA,San Diego,General & Admin,-212766.0210758896,NA,forecast_train,-266357.99376576464,-159174.0483860146,-294727.87041276955,-130804.17173900967
2019-02-01,NA,San Diego,General & Admin,-203543.4636103062,NA,forecast_train,-258884.2849136208,-148202.64230699162,-288179.94609415415,-118906.98112645825
2019-03-01,NA,San Diego,General & Admin,-215970.2359955297,NA,forecast_train,-273006.30763671553,-158934.16435434387,-303199.38013758813,-128741.09185347133
2019-04-01,NA,San Diego,General & Admin,-223876.8881775207,NA,forecast_train,-282559.2571991576,-165194.5191558838,-313623.8268900656,-134129.9494649758
2019-05-01,NA,San Diego,General & Admin,-225755.06532867136,NA,forecast_train,-286038.789498008,-165471.34115933476,-317951.06539803767,-133559.06525930506
2019-06-01,NA,San Diego,General & Admin,-239599.73323903038,NA,forecast_train,-301443.36157257616,-177756.1049054846,-334181.4008565338,-145018.065621527
2019-07-01,NA,San Diego,General & Admin,-256311.8294405621,NA,forecast_train,-319676.9723125768,-192946.68656854745,-353220.45274016936,-159403.20614095486
2019-08-01,NA,San Diego,General & Admin,-269956.81312129466,NA,forecast_train,-334807.7830209339,-205105.8432216554,-369137.81276508974,-170775.81347749959
2019-09-01,NA,San Diego,General & Admin,-241347.99383369894,NA,forecast_train,-307651.5025090097,-175044.4851583882,-342750.4598335935,-139945.52783380437
2019-10-01,NA,San Diego,General & Admin,-242258.1655995265,NA,forecast_train,-309983.06669498835,-174533.26450406463,-345834.4637153458,-138681.8674837072
2017-12-01,NA,San Diego,Revenue,1786913.8762578196,NA,forecast_train,1593302.0791475696,1980525.6733680696,1490810.1848258579,2083017.5676897813
2018-01-01,NA,San Diego,Revenue,1234060.6244970597,NA,forecast_train,1056663.6661338604,1411457.582860259,962755.388947627,1505365.8600464924
2018-02-01,NA,San Diego,Revenue,1227038.1979043635,NA,forecast_train,1032657.1281116428,1421419.2676970842,929758.0054306411,1524318.390378086
2018-03-01,NA,San Diego,Revenue,1353405.2292943907,NA,forecast_train,1134150.7370315157,1572659.7215572656,1018084.4198650527,1688726.0387237286
2018-04-01,NA,San Diego,Revenue,1272424.4163271189,NA,forecast_train,1041250.886156341,1503597.946497897,918875.011453063,1625973.8212011748
2018-05-01,NA,San Diego,Revenue,1413259.003900963,NA,forecast_train,1158579.3396995144,1667938.6681024118,1023760.0692892505,1802757.9385126757
2018-06-01,NA,San Diego,Revenue,1932986.648521039,NA,forecast_train,1626577.2578698192,2239396.0391722587,1464373.9244235521,2401599.3726185258
2018-07-01,NA,San Diego,Revenue,2099141.422383885,NA,forecast_train,1755943.7365382398,2442339.10822953,1574265.8559847218,2624016.988783048
2018-08-01,NA,San Diego,Revenue,1993521.952289586,NA,forecast_train,1630705.503853187,2356338.400725985,1438642.0777276228,2548401.826851549
2018-09-01,NA,San Diego,Revenue,1728097.304655345,NA,forecast_train,1357727.5578688607,2098467.051441829,1161665.6571263985,2294528.9521842916
2018-10-01,NA,San Diego,Revenue,1711756.7795010514,NA,forecast_train,1325120.1241478955,2098393.434854207,1120447.0421724694,2303066.516829633
2018-11-01,NA,San Diego,Revenue,1556140.2372088884,NA,forecast_train,1160804.2892011416,1951476.1852166352,951526.0798691409,2160754.394548636
2018-12-01,NA,San Diego,Revenue,1786913.8762578196,NA,forecast_train,1367412.2384198087,2206415.5140958303,1145341.4856309425,2428486.2668846967
2019-01-01,NA,San Diego,Revenue,1234060.6244970597,NA,forecast_train,821359.5861675711,1646761.6628265483,602888.8532977125,1865232.395696407
2019-02-01,NA,San Diego,Revenue,1227038.1979043635,NA,forecast_train,806331.3631944857,1647745.0326142414,583622.617719885,1870453.778088842
2019-03-01,NA,San Diego,Revenue,1353405.2292943907,NA,forecast_train,920230.0862943903,1786580.372294391,690921.0171064879,2015889.4414822934
2019-04-01,NA,San Diego,Revenue,1272424.4163271189,NA,forecast_train,832686.92232779,1712161.9103264478,599903.9543632434,1944944.8782909943
2019-05-01,NA,San Diego,Revenue,1413259.003900963,NA,forecast_train,960321.7648300284,1866196.2429718978,720551.2739090053,2105966.733892921
2019-06-01,NA,San Diego,Revenue,1932986.648521039,NA,forecast_train,1448694.281708193,2417279.015333885,1192325.3887944557,2673647.908247622
2019-07-01,NA,San Diego,Revenue,2099141.422383885,NA,forecast_train,1590419.1268574875,2607863.7179102823,1321117.8108715627,2877165.033896207
2019-08-01,NA,San Diego,Revenue,1993521.952289586,NA,forecast_train,1471017.427789881,2516026.476789291,1194420.240495838,2792623.6640833337
2019-09-01,NA,San Diego,Revenue,1728097.304655345,NA,forecast_train,1199975.4614431073,2256219.1478675827,920404.6452460259,2535789.964064664
2019-10-01,NA,San Diego,Revenue,1711756.7795010514,NA,forecast_train,1171765.2441893294,2251748.3148127734,885910.9925484931,2537602.5664536096
2017-12-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-228861.8578529553,-154393.85643222881,-248572.34720814685,-134683.36707703726
2018-01-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-237077.74718932377,-146177.96709586034,-261137.46564207104,-122118.24864311305
2018-02-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-244020.7402625414,-139234.9740226427,-271755.85723416816,-111499.85705101596
2018-03-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-250145.68261467657,-133110.03167050754,-281123.14821201307,-102132.56607317104
2018-04-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-255687.65416336022,-127568.06012182389,-289598.86228454806,-93656.85200063606
2018-05-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-260786.9439692896,-122468.77031589452,-297397.55305522075,-85858.16122996339
2018-06-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-265535.2382832018,-117720.47600198229,-304659.44254408375,-78596.27174110035
2018-07-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-269996.36282838415,-113259.35145679994,-311482.14377139596,-71773.57051378813
2018-08-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-274216.86597418354,-109038.84831100053,-317936.8463247728,-65318.867960411284
2018-09-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-278231.93369875295,-105023.78058643117,-324077.36251406954,-59178.3517711146
2018-10-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-282068.9306242024,-101186.78366098169,-329945.5429173107,-53310.17136787341
2018-11-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-285749.63713461475,-97506.07715056938,-335574.69775744743,-47681.016527736676
2018-12-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-289291.7254114016,-93963.9888737825,-340991.8543036327,-42263.85998155142
2019-01-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-292709.76878650615,-90545.94549867793,-346219.3005437329,-37036.41374145122
2019-02-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-296015.95300581167,-87239.76127937243,-351275.6729678419,-31980.0413173422
2019-03-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-299220.5904209571,-84035.12386422702,-356176.7429568013,-27078.971328382817
2019-04-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-302332.50000218523,-80923.21428299887,-360935.9979616987,-22319.716323485394
2019-05-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-305359.2936367766,-77896.42064840745,-365565.0793595379,-17690.634925646154
2019-06-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-308307.5955010209,-74948.11878416318,-370074.1179537169,-13181.596331467183
2019-07-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-311183.2126886825,-72072.50159650165,-374471.9949277471,-8783.719357436989
2019-08-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-313991.269713968,-69264.44457121613,-378766.5475497912,-4489.166735392879
2019-09-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-316736.3158193475,-66519.39846583658,-382964.7332858131,-290.9809993710078
2019-10-01,NA,San Diego,Sales & Marketing,-191627.85714259205,NA,forecast_train,-319422.41152122786,-63833.302763956235,-387072.7621597633,3817.047874579206
2017-12-01,NA,San Francisco,Cost of goods sold,-1205788.698519885,NA,forecast_train,-1343965.9820614774,-1067611.4149782928,-1417112.6175133537,-994464.7795264164
2018-01-01,NA,San Francisco,Cost of goods sold,-1119146.8644948106,NA,forecast_train,-1280287.8831530954,-958005.8458365258,-1365590.7856710306,-872702.9433185905
2018-02-01,NA,San Francisco,Cost of goods sold,-1122817.3591566908,NA,forecast_train,-1304035.1676124984,-941599.5507008831,-1399966.08065954,-845668.6376538415
2018-03-01,NA,San Francisco,Cost of goods sold,-1195121.7615189503,NA,forecast_train,-1394403.8738843654,-995839.6491535354,-1499897.4517841302,-890346.0712537705
2018-04-01,NA,San Francisco,Cost of goods sold,-1231934.6369317274,NA,forecast_train,-1447774.4537314042,-1016094.8201320507,-1562033.15089774,-901836.1229657149
2018-05-01,NA,San Francisco,Cost of goods sold,-1383294.3267583172,NA,forecast_train,-1614509.1461869474,-1152079.507329687,-1736906.8781030378,-1029681.7754135967
2018-06-01,NA,San Francisco,Cost of goods sold,-1747261.312212196,NA,forecast_train,-1992890.6242470387,-1501632.0001773532,-2122918.927620796,-1371603.696803596
2018-07-01,NA,San Francisco,Cost of goods sold,-1712496.3112785975,NA,forecast_train,-1971739.8746278277,-1453252.7479293672,-2108975.127308443,-1316017.4952487515
2018-08-01,NA,San Francisco,Cost of goods sold,-1644654.33557575,NA,forecast_train,-1916832.018983671,-1372476.6521678292,-2060914.1812327404,-1228394.4899187598
2018-09-01,NA,San Francisco,Cost of goods sold,-1376951.3489576832,NA,forecast_train,-1661475.7900037882,-1092426.9079115782,-1812093.9309378134,-941808.766977553
2018-10-01,NA,San Francisco,Cost of goods sold,-1405892.3013751265,NA,forecast_train,-1702249.5583470026,-1109535.0444032503,-1859131.6136575975,-952652.9890926556
2018-11-01,NA,San Francisco,Cost of goods sold,-1216722.6585377757,NA,forecast_train,-1524461.8035739814,-908983.5135015701,-1687369.0664704887,-746076.2506050628
2018-12-01,NA,San Francisco,Cost of goods sold,-1205788.698519885,NA,forecast_train,-1524499.927683388,-887077.469356382,-1693215.461065725,-718361.9359740452
2019-01-01,NA,San Francisco,Cost of goods sold,-1119146.8644948106,NA,forecast_train,-1448464.8169392636,-789828.9120503576,-1622795.210458412,-615498.5185312091
2019-02-01,NA,San Francisco,Cost of goods sold,-1122817.3591566908,NA,forecast_train,-1462410.9103462019,-783223.8079671797,-1642180.877261134,-603453.8410522474
2019-03-01,NA,San Francisco,Cost of goods sold,-1195121.7615189503,NA,forecast_train,-1544688.98855375,-845554.5344841506,-1729738.7005358294,-660504.8225020713
2019-04-01,NA,San Francisco,Cost of goods sold,-1231934.6369317274,NA,forecast_train,-1591198.7632010994,-872670.5106623553,-1781381.7035630182,-682487.5703004365
2019-05-01,NA,San Francisco,Cost of goods sold,-1383294.3267583172,NA,forecast_train,-1752000.413813293,-1014588.2397033414,-1947181.6262922606,-819407.0272243738
2019-06-01,NA,San Francisco,Cost of goods sold,-1747261.312212196,NA,forecast_train,-2125173.5306422007,-1369349.0937821912,-2325228.1746893073,-1169294.4497350845
2019-07-01,NA,San Francisco,Cost of goods sold,-1712496.3112785975,NA,forecast_train,-2099395.6664680103,-1325596.9560891844,-2304207.8133364744,-1120784.8092207205
2019-08-01,NA,San Francisco,Cost of goods sold,-1644654.33557575,NA,forecast_train,-2040336.7552677041,-1248971.915883796,-2249798.3756302996,-1039510.2955212009
2019-09-01,NA,San Francisco,Cost of goods sold,-1376951.3489576832,NA,forecast_train,-1781226.061820825,-972676.6360945413,-1995236.1674349727,-758666.5304803936
2019-10-01,NA,San Francisco,Cost of goods sold,-1405892.3013751265,NA,forecast_train,-1818580.452002052,-993204.150748201,-2037044.36253428,-774740.240215973
2017-12-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-332124.0147071869,-246542.90993761955,-354775.9648385704,-223890.95980623606
2018-01-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-341565.988073686,-237100.9365711204,-369216.21698204195,-209450.7076627645
2018-02-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-349545.10670554504,-229121.8179392614,-381419.2258716377,-197247.69877316875
2018-03-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-356584.09423233726,-222082.83041246916,-392184.4283114449,-186482.49633336155
2018-04-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-362953.11231647036,-215713.81232833606,-401925.0009090683,-176741.92373573812
2018-05-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-368813.38581388915,-209853.53883091727,-410887.51580374944,-167779.40884105698
2018-06-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-374270.2836143256,-204396.6410304808,-419233.12080609385,-159433.80383871257
2018-07-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-379397.15636245173,-199269.7682823547,-427073.99604655046,-151592.92859825594
2018-08-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-384247.4989929768,-194419.42565182963,-434491.9549676716,-144174.96967713482
2018-09-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-388861.7484026251,-189805.17624218133,-441548.8404662686,-137118.08417853786
2018-10-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-393271.35292554175,-185395.57171926467,-448292.74861896853,-130374.17602583792
2018-11-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-397501.343303744,-181165.5813410624,-454761.9606422118,-123904.96400259464
2018-12-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-401572.0289960605,-177094.89564874594,-460987.5371729012,-117679.38747190518
2019-01-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-405500.15816041233,-173166.7664843941,-466995.09230821044,-111671.83233659601
2019-02-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-409299.73506138613,-169367.1895834203,-472806.0437225878,-105860.88092221861
2019-03-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-412982.6109965754,-165684.31364823104,-478438.5164116074,-100228.40823319904
2019-04-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-416558.9210199888,-162108.00362481765,-483908.0106027843,-94758.91404202214
2019-05-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-420037.4129657352,-158629.51167907123,-489227.9049538777,-89439.01969092878
2019-06-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-423425.6995575917,-155241.22508721476,-494409.8421212023,-84257.0825236041
2019-07-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-426730.4545009133,-151936.4701438931,-499464.0286563252,-79202.8959884812
2019-08-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-429957.5670579182,-148709.35758688825,-504399.47140856326,-74267.45323624316
2019-09-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-433112.2653694052,-145554.6592754012,-509224.1661292758,-69442.75851553062
2019-10-01,NA,San Francisco,General & Admin,-289333.4623224032,NA,forecast_train,-436199.2159159217,-142467.70872888467,-513945.2495845931,-64721.67506021331
2017-12-01,NA,San Francisco,Revenue,2055682.7774962485,NA,forecast_train,1827209.1697766013,2284156.3852158957,1706262.5476843123,2405103.0073081846
2018-01-01,NA,San Francisco,Revenue,1302999.148959192,NA,forecast_train,1103234.767603244,1502763.53031514,997485.8919212671,1608512.4059971168
2018-02-01,NA,San Francisco,Revenue,1410785.7802822927,NA,forecast_train,1184562.0171347677,1637009.5434298178,1064806.3908163311,1756765.1697482544
2018-03-01,NA,San Francisco,Revenue,1561823.0160917218,NA,forecast_train,1305478.2792087735,1818167.7529746701,1169777.5725644713,1953868.4596189724
2018-04-01,NA,San Francisco,Revenue,1609570.405448955,NA,forecast_train,1329198.3893340537,1889942.4215638563,1180778.4093777165,2038362.4015201936
2018-05-01,NA,San Francisco,Revenue,1768745.114580841,NA,forecast_train,1457321.54075222,2080168.688409462,1292463.8590689222,2245026.37009276
2018-06-01,NA,San Francisco,Revenue,2291923.8135036123,NA,forecast_train,1921246.0725006028,2662601.554506622,1725021.1294685546,2858826.49753867
2018-07-01,NA,San Francisco,Revenue,2360234.43290952,NA,forecast_train,1953959.8364807449,2766509.0293382946,1738891.0564566497,2981577.80936239
2018-08-01,NA,San Francisco,Revenue,2366253.512241456,NA,forecast_train,1929641.498410089,2802865.5260728234,1698513.0597038858,3033993.964779027
2018-09-01,NA,San Francisco,Revenue,1887172.9256483228,NA,forecast_train,1450281.6577629065,2324064.193533739,1219005.3908901159,2555340.4604065297
2018-10-01,NA,San Francisco,Revenue,1845202.904660462,NA,forecast_train,1392109.9222140652,2298295.8871068587,1152256.9857302336,2538148.8235906903
2018-11-01,NA,San Francisco,Revenue,1677633.751828271,NA,forecast_train,1215352.1389677348,2139915.364688807,970635.0353648354,2384632.4682917064
2018-12-01,NA,San Francisco,Revenue,2055682.7774962485,NA,forecast_train,1561487.3301346828,2549878.224857814,1299876.0630463967,2811489.4919461003
2019-01-01,NA,San Francisco,Revenue,1302999.148959192,NA,forecast_train,820863.1234147849,1785135.174503599,565635.728615858,2040362.5693025258
2019-02-01,NA,San Francisco,Revenue,1410785.7802822927,NA,forecast_train,916570.6830407418,1905000.8775238437,654949.0139343301,2166622.5466302554
2019-03-01,NA,San Francisco,Revenue,1561823.0160917218,NA,forecast_train,1052601.0619953547,2071044.970188089,783035.2427399257,2340610.789443518
2019-04-01,NA,San Francisco,Revenue,1609570.405448955,NA,forecast_train,1087336.8956622477,2131803.9152356624,810883.1748911069,2408257.6360068033
2019-05-01,NA,San Francisco,Revenue,1768745.114580841,NA,forecast_train,1228714.7408114215,2308775.4883502605,942839.9293330065,2594650.2998286756
2019-06-01,NA,San Francisco,Revenue,2291923.8135036123,NA,forecast_train,1715228.3285362236,2868619.298471001,1409944.1796192627,3173903.4473879617
2019-07-01,NA,San Francisco,Revenue,2360234.43290952,NA,forecast_train,1759598.709418366,2960870.156400674,1441641.3637570092,3278827.5020620306
