date,period,division,pl_group,amount,start,var,lo80,hi80,lo95,hi95
2019-09-01,NA,Las Vegas,Cost of goods sold,-1184747.281130961,NA,forecast,-1587817.3000229355,-781677.2622389863,-1801189.679170898,-568304.8830910239
2019-10-01,NA,Las Vegas,Cost of goods sold,-1236337.527337366,NA,forecast,-1648557.703542712,-824117.3511320201,-1866773.8833804387,-605901.1712942935
2019-11-01,NA,Las Vegas,Cost of goods sold,-1075906.3232164297,NA,forecast,-1497077.912016002,-654734.7344168574,-1720032.6834443798,-431779.9629884795
2019-12-01,NA,Las Vegas,Cost of goods sold,-979532.9957089429,NA,forecast,-1409469.6663397998,-549596.3250780861,-1637064.391811172,-322001.59960671375
2018-02-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-226566.01947160502,-132827.51798525528,-251377.10209056272,-108016.43536629758
2018-03-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-236907.98031486338,-122485.55714199693,-267193.7663023505,-92199.77115450981
2018-04-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-245647.65042950117,-113745.88702735913,-280559.9383097733,-78833.599147087
2018-05-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-253357.57827536424,-106035.95918149606,-292351.25541910285,-67042.28203775747
2018-06-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-260333.67671150406,-99059.86074535624,-303020.2772946525,-56373.26016220782
2018-07-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-266752.53818130307,-92640.99927555722,-312837.07877248584,-46556.45868437443
2018-08-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-272729.5750979727,-86663.96235888761,-321978.1679068591,-37415.369550001225
2018-09-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-278345.12972319697,-81048.40773366336,-330566.4175837105,-28827.119873149786
2018-10-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-283657.7960074777,-75735.74144938265,-338691.4395172958,-20702.097939564497
2018-11-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-288711.8652007807,-70681.67225607962,-346420.9713290242,-12972.566127836093
2018-12-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-293541.78322110313,-65851.75423575715,-353807.69350441336,-5585.843952446914
2019-01-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-298174.9666839948,-61218.57077286551,-360893.53613859194,1499.9986817316094
2019-02-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-302633.66089981614,-56759.87655704415,-367712.5204978934,8318.98304103309
2019-03-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-306936.2104228985,-52457.327033961745,-374292.7021571136,14899.164700253255
2019-04-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-311097.95437255234,-48295.58308430796,-380657.5402748311,21264.002817970817
2019-05-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-315131.8736851661,-44261.66377169418,-386826.88748007116,27433.350023210864
2019-06-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-319049.0694650995,-40344.467991760845,-392817.7214468644,33424.183990004094
2019-07-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-322859.12337015907,-36534.41408670126,-398644.69605627045,39251.15859941015
2019-08-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-326570.3737516786,-32823.16370518171,-404320.5637161861,44927.026259325794
2019-09-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-330190.13043746445,-29203.407019395876,-409856.503843514,50462.966386653745
2019-10-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-333724.844040846,-25668.693416014285,-415262.38180001103,55868.844343150704
2019-11-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-337180.2410371403,-22213.29641971999,-420546.9554739129,61153.41801705255
2019-12-01,NA,Las Vegas,General & Admin,-179696.76872843015,NA,forecast,-340561.4327052318,-18832.104751628445,-425718.04189170373,66324.5044348434
2018-02-01,NA,Las Vegas,Revenue,1230463.7514533114,NA,forecast,937277.6745310841,1523649.8283755388,782074.3405348659,1678853.162371757
2018-03-01,NA,Las Vegas,Revenue,1293715.1314763632,NA,forecast,937292.4958222026,1650137.7671305237,748613.7497304529,1838816.5132222734
2018-04-01,NA,Las Vegas,Revenue,1339323.5552242477,NA,forecast,927444.9098013933,1751202.2006471022,709409.5254388866,1969237.5850096089
2018-05-01,NA,Las Vegas,Revenue,1690953.6416060554,NA,forecast,1172385.9835174684,2209521.2996946424,897872.8474134326,2484034.4357986785
2018-06-01,NA,Las Vegas,Revenue,1868162.0983503913,NA,forecast,1262763.7342673363,2473560.462433446,942285.1989702082,2794038.9977305746
2018-07-01,NA,Las Vegas,Revenue,1910743.9275961253,NA,forecast,1238780.214510422,2582707.6406818284,883064.1119922099,2938423.7432000404
2018-08-01,NA,Las Vegas,Revenue,1789947.9521084267,NA,forecast,1078333.5728932945,2501562.331323559,701627.6756240488,2878268.2285928046
2018-09-01,NA,Las Vegas,Revenue,1640849.4794163804,NA,forecast,899810.2964616517,2381888.6623711092,507527.8490011047,2774171.1098316563
2018-10-01,NA,Las Vegas,Revenue,1703451.6835767613,NA,forecast,914219.2967002543,2492684.0704532685,496424.9081436652,2910478.4590098574
2018-11-01,NA,Las Vegas,Revenue,1426138.380826959,NA,forecast,625717.0918697427,2226559.6697841752,201999.65633591264,2650277.105318005
2018-12-01,NA,Las Vegas,Revenue,1539775.2644198535,NA,forecast,697545.1406800741,2382005.3881596327,251695.44492137595,2827855.083918331
2019-01-01,NA,Las Vegas,Revenue,1110117.1024019453,NA,forecast,272257.8955850183,1947976.3092188723,-171277.97652226826,2391512.181326159
2019-02-01,NA,Las Vegas,Revenue,1230463.7514533114,NA,forecast,363327.44977777323,2097600.0531288497,-95706.7801624653,2556634.283069088
2019-03-01,NA,Las Vegas,Revenue,1293715.1314763632,NA,forecast,398565.3972718887,2188864.8656808375,-75298.24807173642,2662728.511024463
2019-04-01,NA,Las Vegas,Revenue,1339323.5552242477,NA,forecast,416123.43763862515,2262523.6728098704,-72589.1837079809,2751236.2941564764
2019-05-01,NA,Las Vegas,Revenue,1690953.6416060554,NA,forecast,711123.6117456459,2670783.671466465,192432.92567909812,3189474.3575330125
2019-06-01,NA,Las Vegas,Revenue,1868162.0983503913,NA,forecast,835561.3964817511,2900762.8002190315,288935.6040865665,3447388.592614216
2019-07-01,NA,Las Vegas,Revenue,1910743.9275961253,NA,forecast,833712.0764272206,2987775.77876503,263565.85435449006,3557922.0008377605
2019-08-01,NA,Las Vegas,Revenue,1789947.9521084267,NA,forecast,683751.4992426424,2896144.404974211,98166.46961961966,3481729.434597234
2019-09-01,NA,Las Vegas,Revenue,1640849.4794163804,NA,forecast,511538.82866953965,2770160.130163221,-86282.11819569208,3367981.077028453
2019-10-01,NA,Las Vegas,Revenue,1703451.6835767613,NA,forecast,538066.4789682778,2868836.888185245,-78851.18316572974,3485754.5503192525
2019-11-01,NA,Las Vegas,Revenue,1426138.380826959,NA,forecast,249252.06218569167,2603024.699468226,-373753.92194947344,3226030.683603391
2019-12-01,NA,Las Vegas,Revenue,1539775.2644198535,NA,forecast,330232.15754384524,2749318.371295862,-310061.2860261167,3389611.814865824
2018-02-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-194710.6198557575,-106503.55138128468,-218057.6205949884,-83156.55064205376
2018-03-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-204442.30997024526,-96771.86126679691,-232940.95626864507,-68273.21496839711
2018-04-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-212666.25923359484,-88547.91200344733,-245518.40129716424,-55695.76993987794
2018-05-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-219921.23048500024,-81292.94075204193,-256613.92233894567,-44600.24889809651
2018-06-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-226485.67500549275,-74728.49623154942,-266653.3738792426,-34560.7973577996
2018-07-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-232525.76466147223,-68688.40657556996,-275890.8938568971,-25323.27738014511
2018-08-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-238150.10147317068,-63064.06976387149,-284492.57472891675,-16721.596508125454
2018-09-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-243434.28677051543,-57779.88446652674,-292574.03875181044,-8640.132485231763
2018-10-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-248433.4569224707,-52780.71431457148,-300219.6097251923,-994.561511849839
2018-11-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-253189.28958823314,-48024.88164880904,-307493.0281283234,6278.856891281175
2018-12-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-257734.1980600921,-43479.97317695008,-314443.8658139604,13229.694576918206
2019-01-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-262093.9811213307,-39120.19011571148,-321111.5786162964,19897.407379254204
2019-02-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-266289.5714045716,-34924.59983247057,-327528.18023430766,26314.008997265453
2019-03-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-270338.2309668605,-30875.9402701817,-333720.0707060561,32505.89946901388
2019-04-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-274254.3937785072,-26959.777458534998,-339709.32488418266,38495.15364714048
2019-05-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-278050.2747813632,-23163.896455679,-345514.6239101613,44300.45267311914
2019-06-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-281736.32001261547,-19477.851224426704,-351151.943619236,49937.772382193856
2019-07-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-285321.5457242081,-15892.625512834085,-356635.07317881985,55420.90194177767
2019-08-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-288813.7982281195,-12400.373008922674,-361976.0124875534,60761.84125051121
2019-09-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-292219.9560051407,-8994.2152319015,-367185.2812740072,65971.11003696505
2019-10-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-295546.0890231358,-5668.082213906397,-372272.1627529352,71057.991515893
2019-11-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-298797.58584275376,-2416.5853942884423,-377244.8980166852,76030.72677964304
2019-12-01,NA,Las Vegas,Sales & Marketing,-150607.0856185211,NA,forecast,-301979.256130454,765.0848934118112,-382110.8428153432,80896.67157830097
2018-02-01,NA,Olympia,Cost of goods sold,-1666716.0284331182,NA,forecast,-1838045.2039892194,-1495386.852877017,-1928741.3909851115,-1404690.665881125
2018-03-01,NA,Olympia,Cost of goods sold,-1809168.2332843149,NA,forecast,-2008970.669454541,-1609365.7971140887,-2114739.6901383293,-1503596.7764303004
2018-04-01,NA,Olympia,Cost of goods sold,-1823983.2312191424,NA,forecast,-2048679.338444838,-1599287.1239934468,-2167626.2725676703,-1480340.1898706146
2018-05-01,NA,Olympia,Cost of goods sold,-1916963.1707722866,NA,forecast,-2164057.6217524842,-1669868.719792089,-2294861.522833588,-1539064.8187109854
2018-06-01,NA,Olympia,Cost of goods sold,-2230730.790683625,NA,forecast,-2498355.5182557036,-1963106.063111546,-2640027.4912738306,-1821434.0900934192
2018-07-01,NA,Olympia,Cost of goods sold,-2293687.069025963,NA,forecast,-2580375.614159621,-2006998.5238923053,-2732139.362596666,-1855234.7754552602
2018-08-01,NA,Olympia,Cost of goods sold,-2186023.393935411,NA,forecast,-2490584.798275615,-1881461.9895952065,-2651809.8668613546,-1720236.921009467
2018-09-01,NA,Olympia,Cost of goods sold,-1985200.7385016028,NA,forecast,-2306642.7645599595,-1663758.712443246,-2476803.8944965294,-1493597.5825066762
2018-10-01,NA,Olympia,Cost of goods sold,-1977012.994534994,NA,forecast,-2314492.3320051944,-1639533.6570647936,-2493143.1017827243,-1460882.8872872638
2018-11-01,NA,Olympia,Cost of goods sold,-1793464.1545545023,NA,forecast,-2146252.519331672,-1440675.7897773325,-2333007.398633172,-1253920.9104758329
2018-12-01,NA,Olympia,Cost of goods sold,-1683528.7576961233,NA,forecast,-2050988.9016913236,-1316068.613700923,-2245510.551755607,-1121546.9636366395
2019-01-01,NA,Olympia,Cost of goods sold,-1715750.3280135908,NA,forecast,-2097323.1375509575,-1334177.5184762238,-2299315.5814766386,-1132185.074550543
2019-02-01,NA,Olympia,Cost of goods sold,-1666716.0284331182,NA,forecast,-2061893.3760646137,-1271538.6808016228,-2271087.627428945,-1062344.4294372913
2019-03-01,NA,Olympia,Cost of goods sold,-1809168.2332843149,NA,forecast,-2217497.099743555,-1400839.366825075,-2433653.3446329795,-1184683.1219356502
2019-04-01,NA,Olympia,Cost of goods sold,-1823983.2312191424,NA,forecast,-2245053.047623396,-1402913.414814889,-2467953.9440000383,-1180012.5184382466
2019-05-01,NA,Olympia,Cost of goods sold,-1916963.1707722866,NA,forecast,-2350399.576014781,-1483526.7655297923,-2579846.9490795527,-1254079.3924650205
2019-06-01,NA,Olympia,Cost of goods sold,-2230730.790683625,NA,forecast,-2676190.603116082,-1785270.9782511678,-2912002.783478204,-1549458.7978890454
2019-07-01,NA,Olympia,Cost of goods sold,-2293687.069025963,NA,forecast,-2750854.1846359815,-1836519.953415945,-2992863.836939256,-1594510.30111267
2019-08-01,NA,Olympia,Cost of goods sold,-2186023.393935411,NA,forecast,-2654605.4024440683,-1717441.385426753,-2902657.7340371534,-1469389.0538336681
2019-09-01,NA,Olympia,Cost of goods sold,-1985200.7385016028,NA,forecast,-2464926.103477056,-1505475.3735261497,-2718877.371655775,-1251524.1053474308
2019-10-01,NA,Olympia,Cost of goods sold,-1977012.994534994,NA,forecast,-2467628.682119131,-1486397.306950857,-2727344.93885019,-1226681.050219798
2019-11-01,NA,Olympia,Cost of goods sold,-1793464.1545545023,NA,forecast,-2294733.6230108207,-1292194.6860981842,-2560089.6506627416,-1026838.6584462632
2019-12-01,NA,Olympia,Cost of goods sold,-1683528.7576961233,NA,forecast,-2195230.2401146363,-1171827.2752776104,-2466108.642376649,-900948.8730155976
2018-02-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-412911.11989010003,-310667.914701736,-439973.2616027553,-283605.77298908075
2018-03-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-424191.3858190499,-299387.64877278614,-457224.9396086893,-266354.09498314676
2018-04-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-433723.9884384725,-289855.04615336354,-471803.7972335565,-251775.23735827953
2018-05-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-442133.4223661831,-281445.61222565296,-484664.9165765599,-238914.11801527615
2018-06-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-449742.44803344674,-273836.5865583893,-496301.9171204593,-227277.11747137673
2018-07-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-456743.67975708283,-266835.3548347532,-507009.3770422259,-216569.6575496101
2018-08-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-463263.0010839602,-260316.03350787587,-516979.818613099,-206599.21597873705
2018-09-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-469388.0435658573,-254190.99102597876,-526347.2627262,-197231.77186563596
2018-10-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-475182.71726330393,-248396.31732853208,-535209.4513844696,-188369.58320736638
2018-11-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-480695.33188134665,-242883.70271048936,-543640.2679060205,-179938.76668581556
2018-12-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-485963.4585461059,-237615.57604573018,-551697.1723697401,-171881.86222209595
2019-01-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-491017.0013269316,-232562.03326490446,-559425.8991030586,-164153.13548877742
2019-02-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-495880.22380597645,-227698.8107858596,-566863.5560526508,-156715.47853918522
2019-03-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-500573.1349016981,-223005.89969013797,-574040.7442185862,-149538.29037324974
2019-04-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-505112.4654205228,-218466.56917131325,-580983.0511612173,-142595.9834306187
2019-05-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-509512.374032812,-214066.66055902402,-587712.130698247,-135866.90389358907
2019-06-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-513784.9690235591,-209794.0655682769,-594246.500853561,-129332.53373827506
2019-07-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-517940.7013749074,-205638.33321692862,-600602.1450250613,-122976.88956677474
2019-08-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-521988.6659598582,-201590.36863197785,-606792.9726206919,-116786.06197114417
2019-09-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-525936.8358120362,-197642.19877979983,-612831.1773431272,-110747.85724870884
2019-10-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-529792.2467958066,-193786.78779602947,-618727.5196183433,-104851.51497349274
2019-11-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-533561.1449379518,-190017.88965388428,-624491.551919974,-99087.482671862
2019-12-01,NA,Olympia,General & Admin,-361789.517295918,NA,forecast,-537249.1052532999,-186329.9293385361,-630131.8004974269,-93447.23409440916
2018-02-01,NA,Olympia,Revenue,2522918.305500645,NA,forecast,2106430.7361510573,2939405.874850233,1885955.5348399654,3159881.076161325
2018-03-01,NA,Olympia,Revenue,2641597.1458069286,NA,forecast,2137962.769236017,3145231.5223778402,1871354.8348502135,3411839.456763644
2018-04-01,NA,Olympia,Revenue,2835932.9689156287,NA,forecast,2242105.244528765,3429760.6933024926,1927751.8358958005,3744114.101935457
2018-05-01,NA,Olympia,Revenue,3076579.6385234436,NA,forecast,2389254.852010173,3763904.4250367144,2025407.0884160101,4127752.188630877
2018-06-01,NA,Olympia,Revenue,3657408.4981515473,NA,forecast,2836013.67985045,4478803.316452645,2401193.5285464525,4913623.467756642
2018-07-01,NA,Olympia,Revenue,3552391.522985439,NA,forecast,2663954.650285197,4440828.39568568,2193644.5791666815,4911138.466804196
2018-08-01,NA,Olympia,Revenue,3469156.678383219,NA,forecast,2519465.1209130436,4418848.2358533945,2016728.7784006682,4921584.57836577
2018-09-01,NA,Olympia,Revenue,3180625.255752175,NA,forecast,2194173.842906283,4167076.668598067,1671978.00841727,4689272.50308708
2018-10-01,NA,Olympia,Revenue,3131211.84591312,NA,forecast,2096973.8156173227,4165449.8762089172,1549481.2739091788,4712942.417917062
2018-11-01,NA,Olympia,Revenue,2800247.242626998,NA,forecast,1742547.6778434587,3857946.8074105373,1182635.3500002087,4417859.135253787
2018-12-01,NA,Olympia,Revenue,3296038.785000696,NA,forecast,2162588.617835783,4429488.952165609,1562576.3433469431,5029501.226654449
2019-01-01,NA,Olympia,Revenue,2540666.1495211567,NA,forecast,1409809.8053833388,3671522.4936589748,811170.6178631142,4270161.681179199
2019-02-01,NA,Olympia,Revenue,2522918.305500645,NA,forecast,1362161.5587997627,3683675.0522015276,747694.0542791793,4298142.556722111
2019-03-01,NA,Olympia,Revenue,2641597.1458069286,NA,forecast,1443866.8598630864,3839327.4317507707,809826.7459594535,4473367.545654404
2019-04-01,NA,Olympia,Revenue,2835932.9689156287,NA,forecast,1594723.613156402,4077142.3246748555,937667.0700101482,4734198.8678211095
2019-05-01,NA,Olympia,Revenue,3076579.6385234436,NA,forecast,1785264.7362519673,4367894.54079492,1101683.918992702,5051475.358054185
2019-06-01,NA,Olympia,Revenue,3657408.4981515473,NA,forecast,2287406.7449154323,5027410.251387662,1562171.624902169,5752645.371400925
2019-07-01,NA,Olympia,Revenue,3552391.522985439,NA,forecast,2138632.2911337446,4966150.754837133,1390233.3611616353,5714549.684809242
2019-08-01,NA,Olympia,Revenue,3469156.678383219,NA,forecast,2013640.5096008559,4924672.847165583,1243136.7924671485,5695176.564299289
2019-09-01,NA,Olympia,Revenue,3180625.255752175,NA,forecast,1698408.5877531727,4662841.923751177,913770.4801283195,5447480.03137603
2019-10-01,NA,Olympia,Revenue,3131211.84591312,NA,forecast,1614362.2574593837,4648061.434366857,811390.5891926778,5451033.102633562
2019-11-01,NA,Olympia,Revenue,2800247.242626998,NA,forecast,1264904.4725333466,4335590.01272065,452143.1052575917,5148351.379996404
2019-12-01,NA,Olympia,Revenue,3296038.785000696,NA,forecast,1705239.5012559015,4886838.06874549,863121.2289701342,5728956.341031257
2018-02-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-729800.4262540551,-511780.13518898544,-787506.911513075,-454073.6499299656
2018-03-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-753854.1211337314,-487726.44030930917,-824293.8633040057,-417286.69813903485
2018-04-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-774181.1520974544,-467399.4093455862,-855381.3744683319,-386199.18697470863
2018-05-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-792113.1724134665,-449467.3890295741,-882806.0329326121,-358774.5285104285
2018-06-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-808338.4265772239,-433242.1348658166,-907620.417820402,-333960.1436226387
2018-07-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-823267.6394808005,-418312.9219622401,-930452.6786480076,-311127.8827950331
2018-08-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-837169.2413585384,-404411.3200845022,-951713.3440323162,-289867.21741072444
2018-09-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-850230.0950576076,-391350.466385433,-971688.1960365303,-269892.3654065103
2018-10-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-862586.4804410365,-378994.0810020041,-990585.6567253838,-250994.90471765678
2018-11-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-874341.4116498246,-367239.14979321597,-1008563.272632068,-233017.2888109726
2018-12-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-885575.0042069285,-356005.5572361121,-1025743.5698755616,-215836.99156747892
2019-01-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-896351.0246373874,-345229.5368056532,-1042224.070940216,-199356.49050282466
2019-02-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-906721.2118634449,-334859.3495795957,-1058083.9036792698,-183496.65776377078
2019-03-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-916728.2322923015,-324852.3291507392,-1073388.3207315642,-168192.24071147636
2019-04-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-926407.7621850844,-315172.79925795615,-1088191.884230058,-153388.67721298267
2019-05-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-935789.9930584587,-305790.56838458194,-1102540.7681149128,-139039.79332812788
2019-06-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-944900.744249892,-296679.81719314866,-1116474.4596552341,-125106.10178780643
2019-07-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-953762.3011148227,-287818.2603282178,-1130027.0413610179,-111553.52008202276
2019-08-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-962394.0572829335,-279186.5041601072,-1143228.1732293551,-98352.38821368554
2019-09-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-970813.0142078495,-270767.54723519116,-1156103.8567397702,-85476.70470327034
2019-10-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-979034.1749520623,-262546.38649097824,-1168677.0370962895,-72903.52434675104
2019-11-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-987070.8583525022,-254509.7030905384,-1180968.083702221,-60612.47774081968
2019-12-01,NA,Olympia,Sales & Marketing,-620790.2807215203,NA,forecast,-994934.952400682,-246645.60904235858,-1192995.1776716458,-48585.38377139496
2018-02-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-585246.298660438,-152830.3784360508,-699699.8791244081,-38376.79797208082
2018-03-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-632953.787515627,-105122.8895808619,-772662.1870509572,34585.50995446835
2018-04-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-673269.905601097,-64806.77149539185,-834320.3688740241,96243.6917775353
2018-05-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-708835.8202622994,-29240.856834189442,-888713.7414758977,150637.06437940884
2018-06-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-741016.578190018,2939.9010935290717,-937929.963615759,199853.28651927016
2018-07-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-770626.8007265943,32550.1236301054,-983214.8911256745,245138.2140291856
2018-08-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-798198.885596259,60122.20849977009,-1025382.7560607541,287306.0789642652
2018-09-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-824103.4518346074,86026.77473811846,-1065000.3713228595,326923.69422637066
2018-10-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-848610.7934683634,110534.11637187452,-1102481.1159533488,364404.4388568599
2018-11-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-871925.2261341992,133848.54903771036,-1138137.463753606,400060.7866571171
2018-12-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-894205.6489300579,156128.971833569,-1172212.4299229546,434135.75282646576
2019-01-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-915578.5347657294,177501.85766924056,-1204899.4380854403,466822.7609889514
2019-02-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-936146.501308424,198069.82421193516,-1236355.4284199183,498278.7513234294
2019-03-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-955994.1720289293,217917.49493244046,-1266709.8213566313,528633.1442601425
2019-04-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-975192.3063194574,237115.62922296848,-1296070.8340473757,557994.156950887
2019-05-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-993800.7852690471,255724.10817255825,-1324530.0467149275,586453.3696184385
2019-06-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-1011870.8182973181,273794.1412008292,-1352165.7774081437,614089.1003116549
2019-07-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-1029446.6056134911,291369.92851700226,-1379045.6245136298,640968.9474171409
2019-08-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-1046566.6120512042,308489.9349547153,-1405228.4149179724,667151.7378214836
2019-09-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-1063264.5578627274,325187.88076623844,-1430765.7192967308,692689.0422002419
2019-10-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-1079570.1997419982,341493.52264550945,-1455703.046586092,717626.3694896032
2019-11-01,NA,Salt Lake City,Sales & Marketing,-369038.33854824444,NA,forecast,-1095509.9539326578,357433.27683616907,-1480080.796944376,742004.1198478872
